Product Id,Product Handle,Product Title,Product Status,Product Description,Product Subtitle,Product External Id,Product Thumbnail,Product Collection Id,Product Type Id,Product Created At,Product Deleted At,Product Discountable,Product Height,Product Hs Code,Product Is Giftcard,Product Length,Product Material,Product Mid Code,Product Origin Country,Product Sales Channel 1,Product Updated At,Product Weight,Product Width,Variant Id,Variant Title,Variant Sku,Variant Upc,Variant Ean,Variant Hs Code,Variant Mid Code,Variant Manage Inventory,Variant Allow Backorder,Variant Barcode,Variant Created At,Variant Deleted At,Variant Height,Variant Length,Variant Material,Variant Metadata,Variant Option 1 Name,Variant Option 1 Value,Variant Origin Country,Variant Price India [INR],Variant Price INR,Variant Product Id,Variant Updated At,Variant Variant Rank,Variant Weight,Variant Width
prod_01JE61V4VSMH31EM8XZRWAM5QJ,calcium-test,Calcium Test,published,"The Calcium blood test measures the calcium level in blood. Calcium is an essential mineral, with about 1% of your body's calcium found in the blood and the rest in the teeth and bones.

Maintaining proper blood calcium levels is essential for the functioning of your nerves, muscles, and heart. Calcium also supports blood circulation and hormone release and influences various bodily functions. Excessive or inadequate amounts of calcium in the blood might indicate a number of different medical issues, including kidney disorders, parathyroid disorders, thyroid diseases, and bone diseases. Therefore, this test is used to assess your overall health and to diagnose or monitor various medical conditions, including those affecting your bones, kidneys, digestive system, thyroid, and parathyroid glands.",,,,pcol_01JDMJW6AV22KK6TT18MYA93D5,,2024-12-03T10:42:48.821Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:16:43.077Z,,,variant_01JE61V4WXGX5F96YPNQKH9CSQ,Default variant,,,,,,false,false,,2024-12-03T10:42:48.861Z,,,,,,Default option,Default option value,,200,,prod_01JE61V4VSMH31EM8XZRWAM5QJ,2024-12-03T10:42:48.861Z,0,,
prod_01JE60QNRCPE7K6D8HPEJH86J1,vitamin-b12,Vitamin B12,published,"The Vitamin B12 test measures the level of Vitamin B12 (cobalamin) in the blood, an essential nutrient crucial for maintaining healthy nerve cells and blood cells. Vitamin B12 also aids in the synthesis of deoxyribonucleic acid (DNA), the genetic material found in every cell of the body. Since the human body cannot produce Vitamin B12 on its own, it needs to obtain it through foods such as meat, eggs, and dairy. In India, approximately 47% of people suffer from Vitamin B12 deficiency, which can lead to macrocytic anemia, a condition that can cause neuropathy, resulting in tingling or numbness in the hands and feet. Therefore, testing Vitamin B12 levels is important to prevent any potential complications and ensure overall health.",Also Known as  Cyanocobalamin | Cobalamine | B12 | Vit B12,,,pcol_01JDMJW6AV22KK6TT18MYA93D5,,2024-12-03T10:23:26.472Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:16:43.076Z,,,variant_01JE60QNSKNSJJEAKRMVP33K0J,Default variant,,,,,,false,false,,2024-12-03T10:23:26.516Z,,,,,,Default option,Default option value,,1100,,prod_01JE60QNRCPE7K6D8HPEJH86J1,2024-12-03T10:23:26.516Z,0,,
prod_01JE611MDGKF2S0BZ6V5SP0X6F,dengue-profile-test,Dengue Profile (ELISA) Test,published,"A dengue blood test analyses a blood sample to check for the presence of the virus. Also known as the dengue fever Profile (ELISA) test, is recommended if you display symptoms of dengue fever and stay in a region where dengue cases are found or have travelled to such a region recently. Several types of Dengue tests can be done using the ELISA method to diagnose the infection. A Dengue Profile test typically involves a combination of these tests to provide a complete picture of the infection. The tests done include:

- Dengue NS1 test

- Dengue IgG test

- Dengue IgM test

If you want to get tested for Dengue in Bangalore, you can take a look at the Dengue test packages, which include a variety of blood tests that can help diagnose a dengue infection. Early diagnosis can help effectively manage the disease and prevent severe complications.","Also Known As Dengue Profile (Quantitative), Dengue Profile ELISA Method, Dengue Fever Test",,,,,2024-12-03T10:28:52.779Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:28:52.779Z,,,variant_01JE611MENBGF5E38ZTFZ53YRQ,Default variant,,,,,,false,false,,2024-12-03T10:28:52.821Z,,,,,,,,,900,,prod_01JE611MDGKF2S0BZ6V5SP0X6F,2024-12-03T10:28:52.821Z,0,,
prod_01JDMM5G37R6DRX4YFM0TR5F0V,complete-blood-count,Complete Blood Count (CBC),published,"The Complete Blood Count is a standard blood test that helps in assessing your general health. This test helps monitor the different types of cells present in the blood, such as red blood cells (RBCs), white blood cells (WBCs), and platelets, to diagnose health conditions. Additionally, it provides valuable information about the effects of medications or medical conditions on the body and helps assess the health of the immune system.

",,,,pcol_01JDMJW6AV22KK6TT18MYA93D5,,2024-11-26T16:16:42.594Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:16:43.076Z,,,variant_01JDMM5G4N3PW24935281341ZN,Default variant,,,,,,false,false,,2024-11-26T16:16:42.645Z,,,,,,Default option,Default option value,,380,,prod_01JDMM5G37R6DRX4YFM0TR5F0V,2024-11-26T16:16:42.646Z,0,,
prod_01JE627WARK4XT8WSM3BX7N52C,full-body-checkup-advanced,Full Body Checkup - Advanced,published,"A Full Body Checkup is a comprehensive evaluation of an individual's overall health. It is designed to screen for potential health issues before symptoms appear and is a part of preventive care. This preventive measure involves a series of diagnostic tests and assessments including blood tests and urine tests to identify early warning signs of illnesses. Our Full Body Checkup covers all the fundamental health assessments, such as blood counts, liver function tests, blood sugar levels, kidney function tests, lipid profile, thyroid function tests, and urine analysis. In addition, the Full Body Checkup- Advanced offers specialised tests such as an iron profile, vitamin tests, basic allergy screening, and tests for inflammation. These give the doctor a comprehensive understanding of many aspects of a person's health, such as heart health, nutritional status, metabolic function, immune response, and inflammatory conditions.

The goal of a Full Body Checkup is to detect early signs of diseases, identify risk factors, and promote proactive health management strategies to maintain or improve overall well-being.","101 parameters included Tests included: Liver Function Test (LFT), Kidney Function Test with Electrolytes (KFT / RFT), Microalbumin Creatinine Ratio, Urine & 11 other tests",,,pcol_01JDMJWVRJXKENQWT8VYQ19CSB,,2024-12-03T10:49:46.068Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:20:57.978Z,,,variant_01JE627WBPC6WP7MVWWXZTMERX,Default variant,,,,,,false,false,,2024-12-03T10:49:46.102Z,,,,,,,,,2599,,prod_01JE627WARK4XT8WSM3BX7N52C,2024-12-03T10:49:46.102Z,0,,
prod_01JE61YYKFN0YZ6GEM8DG7K45N,blood-urea-nitrogen,BUN (Blood Urea Nitrogen) Test,published,"The blood urea test also called the BUN test measures:The BUN test checks the urea nitrogen in the blood. Urea, often called urea nitrogen, is a waste product that has been produced as a result of the breakdown of the proteins in the body.The kidneys work to filter the urea out of the blood so that it can be cleared out of the body through the urine.As this process unfolds, it is normal for some urea to be in the blood. But when BUN levels are too high, it can be an indication that the kidneys are not functioning well. This metabolic process creates toxic by-product ammonia. This by-product is rapidly converted into the liver to form urea, which is less toxic and is transported relatively safely in blood.
",Also known as Serum BUN,,,,,2024-12-03T10:44:53.484Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:44:53.484Z,,,variant_01JE61YYMJX5EE109YHYKZE380,Default variant,,,,,,false,false,,2024-12-03T10:44:53.522Z,,,,,,Default option,Default option value,,180,,prod_01JE61YYKFN0YZ6GEM8DG7K45N,2024-12-03T10:44:53.522Z,0,,
prod_01JE61QR2SV3A1MGHVQQM5553M,uric-acid,Uric Acid Test,published,"The Uric Acid test measures the level of uric acid in your blood sample. Uric acid is an excretory product that forms when your body breaks down substances called purines which are found in your cells as well as in certain foods and beverages. Uric acid is normally excreted in the urine, but it can accumulate in the blood in certain conditions.

The Uric Acid test helps to assess how well your body regulates uric acid levels. Excessive uric acid can form needle-like crystals in the joints, resulting in painful joint inflammation, also known as gout. Elevated uric acid can also lead to kidney stones and kidney failure. Thus, the Uric Acid test helps in diagnosing conditions associated with high levels of uric acid. The test is also useful in monitoring the risk of kidney stones in people diagnosed with gout.",Also Known as Serum Urate test,,,pcol_01JDMJW6AV22KK6TT18MYA93D5,,2024-12-03T10:40:57.430Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:16:43.077Z,,,variant_01JE61QR3YSSAPCPDFFEXJS8Z4,Default variant,,,,,,false,false,,2024-12-03T10:40:57.471Z,,,,,,Default option,Default option value,,200,,prod_01JE61QR2SV3A1MGHVQQM5553M,2024-12-03T10:40:57.471Z,0,,
prod_01JE60J9EHPPBNEM0H51XH2S3J,lipid-profile,Lipid Profile,published,"Lipid Profile
",Also Known as  Cholestrol Lipid Profile | Triglycerides | Serum Lipid panel,,,,,2024-12-03T10:20:30.029Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:20:30.029Z,,,variant_01JE60J9FXKAT8WSY9RNH4W3D2,Default variant,,,,,,false,false,,2024-12-03T10:20:30.078Z,,,,,,Default option,Default option value,,550,,prod_01JE60J9EHPPBNEM0H51XH2S3J,2024-12-03T10:20:30.078Z,0,,
prod_01JE60VS0ZAFJEP4K9YPZNPAV3,platelet-count,Platelet Count Test,published,"A Platelet Test at home counts the number of platelets, also known as thrombocytes, in the blood. They appear like small plates when seen under a microscope; hence the name. These small blood cells are crucial for blood clotting, the process that stops bleeding after an injury by forming clots. Doctors may request a Platelet Test during routine physical examinations or if there is a suspicion of conditions such as thrombocytopenia (a low platelet count) or thrombocytosis (a high platelet count). The primary purpose of a Platelet Test is to monitor or diagnose disorders associated with excessive bleeding or clotting. This test is often part of a complete blood count, a common component of regular medical checkups. Additionally, this test aids in assessing platelet function during complex surgeries like cardiac bypass which carries a higher risk of bleeding and evaluates patients with a personal or family history of bleeding disorders before surgery. This test is also used to monitor individuals on blood-thinning medications, which are prescribed to reduce clotting in those at risk for heart attacks or strokes. Platelet count testing is also required for patients suffering from dengue. During dengue infection, platelet counts often drop due to the virus's attack. Hence, regular Platelet Count test in individuals with Dengue can predict and track recovery from dengue fever (DF), dengue haemorrhagic fever (DHF), and dengue shock syndrome (DSS), and guide treatment decisions.
","Also Known As Thrombocyte counts, Platelets test, PC Test, PLT",,,,,2024-12-03T10:25:40.889Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:25:40.889Z,,,variant_01JE60VS26085KJAX50Q93Z2BM,Default variant,,,,,,false,false,,2024-12-03T10:25:40.935Z,,,,,,Default option,Default option value,,150,,prod_01JE60VS0ZAFJEP4K9YPZNPAV3,2024-12-03T10:25:40.935Z,0,,
prod_01JE60TCBQ4QDFT37ZWMP4AVA0,urine-culture,Urine Culture Test,published,"A Urine Culture test is used to detect the presence of microorganisms, such as bacteria and yeast, in a urine sample. This test analyses urine, which is the body's liquid waste, by adding substances that promote microbial growth. Microorganisms, if present, will multiply, indicating an infection within the urinary system. The urinary system includes a pair of kidneys (that filter out excess water and waste products from blood to form urine), two ureters that connect the kidneys to the bladder (which stores urine), and a short tube called the urethra through which urine leaves the body.

The Urine Culture test is primarily done to diagnose a urinary tract infection (UTI). It also helps to identify the type of bacteria or yeast causing the UTI. UTIs often begin in the bladder and can spread to the kidneys or prostate. By determining the specific type of bacteria or yeast responsible for the infection, healthcare providers can choose the most effective treatment and check for any antibiotic resistance. The Urine Culture test can be done to check for UTIs in both adults and children. Thus, Urine Culture tests are essential for diagnosing UTIs and starting prompt effective treatment.
",Also Known as Urine culture & sensitivity | Urine C/S,,,,,2024-12-03T10:24:55.156Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:24:55.156Z,,,variant_01JE60TCCT2CWHTBSEVVGDM0C8,Default variant,,,,,,false,false,,2024-12-03T10:24:55.194Z,,,,,,Default option,Default option value,,900,,prod_01JE60TCBQ4QDFT37ZWMP4AVA0,2024-12-03T10:24:55.194Z,0,,
prod_01JE62Q0TBMRVYSZ7QYP39AEFF,std-test-package-advanced,STD Test Package - Advanced,published,"Sexually transmitted diseases (STDs) are infections transmitted through sexual contact, caused by bacteria, viruses, or parasites. They can lead to various health complications if untreated. The advanced STD test package offers a thorough screening for multiple STDs. The STD advanced check-up test can be used for the diagnosis of eight STDs - syphilis, chlamydia, herpes (HSV types I & II), hepatitis B & C, and HIV 1 & 2. The test checks for the presence of antibodies and antigens produced by your blood against the organisms that cause these STDs. Each test is designed to accurately identify the presence of specific pathogens through advanced diagnostic techniques.

The STD test package ensures complete confidentiality and delivers highly accurate results through state-of-the-art, NABL accredit laboratory technologies. ","9 parameters included Tests included: Chlamydia Trachomatis antibody IgG, Hepatitis C Virus antibodies (Anti HCV) - Total, Anti Treponema Pallidum (TPAB) antibody & 6 other tests",,,,,2024-12-03T10:58:02.182Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:58:02.182Z,,,variant_01JE62Q0VHCSHYGNVZKHKHFWW1,Default variant,,,,,,false,false,,2024-12-03T10:58:02.226Z,,,,,,Default option,Default option value,,3999,,prod_01JE62Q0TBMRVYSZ7QYP39AEFF,2024-12-03T10:58:02.226Z,0,,
prod_01JE5YETTSMPJXGK49YQ0ZVQ0G,urine-complete-analysis,Urine Complete Analysis,published,"A Urine Routine test is a test that evaluates the various components of a urine sample. This simple and non-invasive test encompasses a variety of checks to detect or quantify several substances that may be present in the urine. A healthcare professional typically assesses the following broad aspects in this test:

Colour and Appearance: The physical examination of the urine.

Microscopic Findings: The microscopic examination of urine sample.

Chemical Findings: The analysis of various chemical components in the urine.

A Urine Routine test can detect numerous diseases even before symptoms manifest. It is instrumental in identifying urinary tract infections (UTIs) and other problems such as kidney issues, diabetes, and liver problems. A Urine Routine test may also be conducted during a routine checkup, upon hospital admission, prior to surgery, or during pregnancy.
",Also Known as  Urine Routine | Urine R/M | Complete Urine Examination (CUE),,,,,2024-12-03T09:43:39.601Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T09:43:39.601Z,,,variant_01JE5YETWMXXBBM5XW88K60E0R,Default variant,,,,,,false,false,,2024-12-03T09:43:39.669Z,,,,,,Default option,Default option value,,250,,prod_01JE5YETTSMPJXGK49YQ0ZVQ0G,2024-12-03T09:43:39.669Z,0,,
prod_01JE622YA81C3Y75GZSW39JWZS,protein-creatine-ratio,"Protein Creatinine Ratio, Urine Test",published,"The Urine Protein Creatinine Ratio (UPCR) test is a valuable diagnostic tool that provides critical insights into kidney function. By measuring the levels of protein and creatinine (a waste product produced by muscle cells) in a urine sample, this test helps detect and monitor kidney-related conditions. Under normal circumstances, healthy kidneys filter waste products like creatinine, allowing them to exit the body through urine. However, the presence of excess protein in the urine, indicated by an elevated UPCR, can signal potential kidney damage. The UPCR test is not only essential for diagnosing kidney disease but also for monitoring the effectiveness of treatments in conditions that may impair kidney function, such as hypertension, diabetes, preeclampsia, and immunological disorders.
",,,,,,2024-12-03T10:47:04.260Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:47:04.260Z,,,variant_01JE622YBCSMTACQG2TYNQ4QA8,Default variant,,,,,,false,false,,2024-12-03T10:47:04.300Z,,,,,,Default option,Default option value,,500,,prod_01JE622YA81C3Y75GZSW39JWZS,2024-12-03T10:47:04.300Z,0,,
prod_01JE5Y28317N8EM6P734SPVX65,fbs,Fasting Blood Sugar (FBS),published,"The Fasting Blood Sugar (FBS) test measures the blood glucose/sugar levels in a blood sample following a fasting period of 8 hours . The FBS is a fundamental test for the diagnosis and monitoring of prediabetes and diabetes. Diabetes is a condition associated with consistently elevated blood sugar levels due to the insufficient production or ineffective use of insulin hormone by the body. Prediabetes is a stage before diabetes, also known as borderline diabetes, where the blood sugar levels are slightly elevated but not high enough to be diagnosed as diabetes. The test is also done to check for gestational diabetes  diabetes that occurs in pregnant women due to the effect of pregnancy hormones.

The FBS test provides a precise evaluation of how effectively the body regulates blood glucose levels in the absence of recent food intake. The test helps to evaluate and manage impaired glucose metabolism and diabetes in a person. (10-12 hours of fasting required.)
",Also Known as  Fasting Glucose | Sugar Test | Fasting Blood Glucose | Diabetes Test | FBG,,,,,2024-12-03T09:36:47.197Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T09:36:47.197Z,,,variant_01JE5Y284FT6B4QEP0VKAAHJA1,Default variant,,,,,,false,false,,2024-12-03T09:36:47.247Z,,,,,,Default option,Default option value,,,180,prod_01JE5Y28317N8EM6P734SPVX65,2024-12-03T09:36:47.247Z,0,,
prod_01JE6S1KTBWPKX4ZDV4YQ8J1GR,essential-women-health-package,Women Health Checkup Essential,published,"Women Health Checkup - Essential Parameters
- Glycosylated Haemoglobin (HbA1c)
- Lipid Profile (7 Parameters)
- Blood Sugar
- Thyroid Function Test (TFT) (3 Parameters)
- Urine Complete Analysis (19 Parameters)
- Vitamin B12
- Vitamin D, 25-Hydroxy
- Complete Blood Count (CBC) with ESR (25 Parameters)
- LH:FSH ratio (2 Parameters)


Women Health Checkup - Essential Preparation
Consider the following points before scheduling a Women Health Checkup - Essential Test at home:

Prerequisites: No, fasting is not required for the Women Health Checkup - Essential test unless recommended by the doctor.

Best Time to Get Tested: You can schedule the Women Health Checkup - Essential test at any time of the day.

Eligibility For the Women Health Checkup - Essential Test: All women, especially those with sedentary lifestyles, PCOD, or thyroid imbalances, should get this checkup.",,,,,,2024-12-03T17:28:17.986Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T17:28:17.986Z,,,variant_01JE6S1KX4REVZVQMKQXT0VGCK,Default variant,,,,,,false,false,,2024-12-03T17:28:18.085Z,,,,,,Default option,Default option value,,1599,,prod_01JE6S1KTBWPKX4ZDV4YQ8J1GR,2024-12-03T17:28:18.085Z,0,,
prod_01JE6250K07CRT2J7KNA741NVP,cortisol,Cortisol Test,published,"A Cortisol test measures the amount of cortisol in your body. Cortisol is a hormone produced by your adrenal glands. This test helps determine if you have too much or too little of this hormone.

Cortisol, also referred to as the stress hormone, affects almost every organ and helps to manage stress, reduce inflammation, regulate blood sugar and metabolism, and control blood pressure. It is produced by the adrenal glands, which are controlled by a hormone from the pituitary gland in your brain. Abnormal cortisol levels could signal issues with the adrenal or pituitary glands or a tumour affecting cortisol production.",,,,,,2024-12-03T10:48:12.125Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:48:12.125Z,,,variant_01JE6250M1213TBKZH72A3NFP2,Default variant,,,,,,false,false,,2024-12-03T10:48:12.161Z,,,,,,Default option,Default option value,,600,,prod_01JE6250K07CRT2J7KNA741NVP,2024-12-03T10:48:12.161Z,0,,
prod_01JE62BTS2A3AKP2K48PPCSKDG,std-test-package-essential,STD Test Package - Essential,published,"The STD Test Package - Essential is designed to provide a comprehensive screening for some of the most common and serious sexually transmitted diseases (STDs). STDs are infections primarily spread through sexual contact (through blood or body fluids). These infections can be caused by parasites or bacteria. Some STDs can also be transmitted through close personal contact, such as from mother to child during pregnancy. Millions of people are affected by them each year, particularly teens and young adults aged 15-24. Common STDs include chlamydia, gonorrhea, genital herpes, HIV, HBV and HPV.

Untreated STDs can lead to severe health issues such as brain damage, infertility, birth defects, and even death. Early diagnosis and treatment are crucial for preventing these complications.

Getting an STD Test Package Essential at home is a vital tool for sexually active individuals, helping to ensure early detection and management of STDs.","4 parameters included Tests included: HBsAg (ECLIA), VDRL Qualitative, Hepatitis C Virus antibodies (Anti HCV) - Total & 1 other tests",,,pcol_01JDMJWVRJXKENQWT8VYQ19CSB,,2024-12-03T10:51:55.550Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:20:57.978Z,,,variant_01JE62BTT853KXY6RF4NJDVWR3,Default variant,,,,,,false,false,,2024-12-03T10:51:55.593Z,,,,,,Default option,Default option value,,1499,,prod_01JE62BTS2A3AKP2K48PPCSKDG,2024-12-03T10:51:55.593Z,0,,
prod_01JE623ZRA5VBDV08716JKEBVG,erythropoietin,Erythropoietin Test,published,"Erythropoietin (EPO) is a glycoprotein hormone produced by the kidneys and, in small amounts, by the liver. EPO is a primary regulator of erythropoiesis and plays a major role in protecting RBC from destruction. The EPO test helps to diagnose various conditions such as anemia and polycythemia.",,,,,,2024-12-03T10:47:38.503Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:47:38.503Z,,,variant_01JE623ZSCKWQCA2DQ4YJZ78NF,Default variant,,,,,,false,false,,2024-12-03T10:47:38.540Z,,,,,,Default option,Default option value,,2100,,prod_01JE623ZRA5VBDV08716JKEBVG,2024-12-03T10:47:38.540Z,0,,
prod_01JE62SB0EXDGX8QM69KKH99FZ,diabetes-care-package-advanced,Diabetes Care Package - Advanced,published,"Diabetes is a condition where your blood sugar (glucose) levels become too high. This happens when your body either doesn't make enough insulin or can't use it properly. Diabetes can impact anyone at any age. It's typically a lifelong condition, but it can be managed well with medications and lifestyle alterations if detected early. Diabetes care packages are complete health check solutions designed specifically for people with diabetes or those at risk of diabetes. These packages are important for monitoring blood glucose levels, evaluating diabetes-related complications, and assessing the overall health status. Orange Health Labs offer a comprehensive Diabetic Health Checkup that monitors health markers including lipid profile, fasting blood sugar, glycosylated haemoglobin, microalbumin creatinine ratio in urine, postprandial blood sugar, urine complete analysis, liver function tests with GGT and advanced kidney function tests.
","66 parameters included Tests included: Liver Function Test (LFT), Kidney Function Test with Electrolytes (KFT / RFT), Microalbumin Creatinine Ratio, Urine & 5 other tests",,,pcol_01JDMJWVRJXKENQWT8VYQ19CSB,,2024-12-03T10:59:18.155Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:20:57.979Z,,,variant_01JE62SB1EAM2B6A6QHQSA36QK,Default variant,,,,,,false,false,,2024-12-03T10:59:18.191Z,,,,,,Default option,Default option value,,1599,,prod_01JE62SB0EXDGX8QM69KKH99FZ,2024-12-03T10:59:18.191Z,0,,
prod_01JE62Z4T959DDDBY7GVA4PPNP,ecg-test,12 Lead Electrocardiogram (12 Lead ECG),published,"An electrocardiogram (EKG or ECG) is a vital diagnostic tool used to assess the heart's electrical activity. 3 This non-invasive procedure involves placing small electrodes on the chest and limbs to capture the heart's electrical signals, which are then traced as waveforms on a monitor or paper. These waveforms help doctors evaluate the heart's rhythm, detect any irregularities, and determine any damage or strain on the heart.

The test is quick, painless, and can be conducted in just a few minutes. You may be asked to lie down and remain still during the procedure. Small patches (electrodes) are placed on specific exposed areas of the arms, legs, and chest after the skin is cleaned and prepared to ensure good contact. The electrodes are connected through wires to a machine that converts the heart's electrical signals into a graphical representation.

An ECG test can detect a range of conditions, including heart attack, heart failure, abnormal heart rhythms (arrhythmias), and issues with pacemaker function. An ECG test can be done while resting, or during exercise as part of a stress test. To detect intermittent irregularities in heartbeats, specialised monitors may be used to record the electrical activity over an extended period.","Also Known As Cardiac ECG, Cardiogram, ECG, EKG, Heart ECG Test",,,,,2024-12-03T11:02:28.421Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:02:28.421Z,,,variant_01JE62Z4VB3G3P5WQX58YEB0V7,Default variant,,,,,,false,false,,2024-12-03T11:02:28.459Z,,,,,,Default option,Default option value,,990,,prod_01JE62Z4T959DDDBY7GVA4PPNP,2024-12-03T11:02:28.459Z,0,,
prod_01JE61RV6ASX51EGEY0RC49TZG,carcino-embryonic-antigen,Carcinoembryonic Antigen (CEA),published,"It is recommended:To check cancer treatment (like colon, pancreas, breast, lung, ovarian, or medullary thyroid cancer), including response to therapy and recurrence.As the indicator of the level of cancer or size of tumour present (tumour burden).As a follow-up to a positive screening test for cancer: to compare the values to whether the level falls to normal (indicating that the cancer was all likely removed) after cancer treatment.To assist in cancer staging.",Also Known as CEA - CARCINO EMBRYONIC ANTIGEN | CEA Test,,,,,2024-12-03T10:41:33.382Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:41:33.382Z,,,variant_01JE61RV7QGZBKDR8AP7W3HRNC,Default variant,,,,,,false,false,,2024-12-03T10:41:33.433Z,,,,,,Default option,Default option value,,1140,,prod_01JE61RV6ASX51EGEY0RC49TZG,2024-12-03T10:41:33.433Z,0,,
prod_01JE62G2V4K6JSFZM58GEAME6H,vitamins-package,Vitamins Package,published,"Vitamins Package checks for necessary vitamin levels in the body
","2 parameters included Tests included: Vitamin B12, Vitamin D, 25-Hydroxy",,,,,2024-12-03T10:54:14.879Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T10:54:14.879Z,,,variant_01JE62G2W60BTQNP416YC3XEC4,Default variant,,,,,,false,false,,2024-12-03T10:54:14.919Z,,,,,,Default option,Default option value,,1299,,prod_01JE62G2V4K6JSFZM58GEAME6H,2024-12-03T10:54:14.919Z,0,,
prod_01JE62ABZXFXXNT5F5VP18PENT,fever-profile-advanced,Fever Profile - Advanced,published,"Fever is a common symptom in developing countries, particularly during the rainy season. Outbreaks of acute fever diseases, including dengue, malaria, and typhoid, have been a significant concern in India. Fever is an important part of the body's defence against infection, indicating that the body is fighting an underlying issue. Our Advanced Fever Profile Checkup includes blood and urine analysis to diagnose persistent fever and associated symptoms such as headaches and dizziness. This profile also screens for malaria, typhoid, and dengue.

With this comprehensive fever package, we aim to identify the cause of the fever and assist in early diagnosis and treatment.","68 parameters included Tests included: Liver Function Test (LFT), Smear for Malarial Parasite (MP), Dengue profile (ELISA) & 3 other tests",,,pcol_01JDMJWVRJXKENQWT8VYQ19CSB,,2024-12-03T10:51:07.642Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:20:57.978Z,,,variant_01JE62AC0ZBDBWJ60S2C24HCQH,Default variant,,,,,,false,false,,2024-12-03T10:51:07.679Z,,,,,,Default option,Default option value,,1599,,prod_01JE62ABZXFXXNT5F5VP18PENT,2024-12-03T10:51:07.679Z,0,,
prod_01JE629ASP4RG84D99NWN82836,full-body-checkup-comprehensive,Full Body Checkup - Comprehensive,published,"Incorporated into routine medical care, health checks are crucial for identifying current or emerging medical issues early on. They help assess potential future health risks and play a vital role in promoting and maintaining a healthy lifestyle through timely interventions and preventive measures. Our Full Body Checkup Comprehensive expands on the benefits of the Full Body Checkup Advanced by including tests for liver, kidneys, blood sugar, thyroid, cholesterol, blood, urine, and more. Additionally, it covers tests for arthritis, pancreatic health, extensive cardiac risk markers and cancer risk. This makes it a comprehensive solution for all your health concerns.
","107 parameters included Tests included: Thyroid Function Test (TFT), Amylase, Urine Complete Analysis & 17 other tests",,,pcol_01JDMJWVRJXKENQWT8VYQ19CSB,,2024-12-03T10:50:33.651Z,,true,,,false,,,,,sc_01JDMG1MFGPD5X3D2VESYCPAMJ,2024-12-03T11:20:57.978Z,,,variant_01JE629ATXDNHKMDQX8JZCBAJB,Default variant,,,,,,false,false,,2024-12-03T10:50:33.693Z,,,,,,Default option,Default option value,,3599,,prod_01JE629ASP4RG84D99NWN82836,2024-12-03T10:50:33.693Z,0,,
